Numer;Dzien;Miesiac;Rok;L1;L2;L3;L4;L5
736;29;8;1990;13;16;28;31;35
737;5;9;1990;2;6;31;33;35
738;12;9;1990;1;4;10;24;30
739;19;9;1990;8;17;24;38;42
740;26;9;1990;3;8;10;27;42
741;3;10;1990;15;16;17;20;27
742;10;10;1990;13;16;22;29;37
743;17;10;1990;1;9;23;24;31
744;24;10;1990;4;17;19;24;33
745;31;10;1990;3;12;22;26;31
746;7;11;1990;19;27;31;33;37
747;14;11;1990;7;18;22;31;42
748;21;11;1990;3;18;19;21;28
749;28;11;1990;5;12;22;36;38
750;5;12;1990;8;12;24;31;35
751;12;12;1990;4;5;9;19;25
752;19;12;1990;4;5;16;32;42
753;26;12;1990;7;8;16;36;42
754;2;1;1991;1;7;18;33;42
755;9;1;1991;3;12;17;30;37
756;16;1;1991;5;10;22;38;40
757;23;1;1991;15;16;20;27;30
758;30;1;1991;1;3;8;12;35
759;6;2;1991;4;21;28;29;41
760;13;2;1991;16;17;24;37;42
761;20;2;1991;17;20;30;33;37
762;27;2;1991;13;22;29;32;41
763;6;3;1991;1;26;27;40;41
764;13;3;1991;13;17;25;28;41
765;20;3;1991;3;11;32;36;39
766;27;3;1991;13;34;36;39;40
767;3;4;1991;2;19;25;29;39
768;10;4;1991;1;5;10;36;39
769;17;4;1991;2;5;22;26;41
770;24;4;1991;1;14;19;33;39
771;1;5;1991;6;9;11;17;31
772;8;5;1991;2;10;27;38;41
773;15;5;1991;2;24;27;41;42
774;22;5;1991;13;25;26;28;37
775;29;5;1991;20;21;23;35;42
776;5;6;1991;4;5;9;11;20
777;12;6;1991;7;12;21;31;36
778;19;6;1991;9;11;20;33;40
779;26;6;1991;3;13;18;20;32
780;3;7;1991;13;21;22;25;28
781;10;7;1991;10;22;29;35;36
782;17;7;1991;14;29;35;37;38
783;24;7;1991;2;14;19;40;42
784;31;7;1991;11;24;37;41;42
785;7;8;1991;5;10;14;32;34
786;14;8;1991;6;15;17;30;41
787;21;8;1991;10;13;29;38;41
788;28;8;1991;5;17;24;26;38
789;4;9;1991;27;34;36;40;42
790;11;9;1991;22;28;32;37;42
791;18;9;1991;12;21;23;25;40
792;25;9;1991;2;3;21;27;31
793;2;10;1991;1;8;10;21;25
794;9;10;1991;2;5;15;17;21
795;16;10;1991;2;14;29;39;42
796;23;10;1991;21;28;30;31;34
797;30;10;1991;12;19;21;28;33
798;6;11;1991;20;21;33;37;41
799;13;11;1991;2;12;18;37;39
800;20;11;1991;1;5;9;15;40
801;27;11;1991;1;6;10;40;41
802;4;12;1991;20;21;33;35;41
803;11;12;1991;1;2;6;14;40
804;18;12;1991;1;5;13;31;38
805;25;12;1991;15;22;26;29;31
806;1;1;1992;10;28;35;39;42
807;8;1;1992;3;8;13;19;23
808;15;1;1992;10;13;27;28;30
809;22;1;1992;1;14;20;24;32
810;29;1;1992;6;11;12;34;40
811;5;2;1992;1;3;6;12;18
812;12;2;1992;16;22;32;35;38
813;19;2;1992;5;11;17;30;39
814;26;2;1992;1;9;23;27;39
815;4;3;1992;4;18;24;36;38
816;11;3;1992;9;12;14;21;30
817;18;3;1992;6;9;23;34;35
818;25;3;1992;7;12;17;18;35
819;1;4;1992;21;33;34;35;40
820;8;4;1992;2;17;18;27;35
821;15;4;1992;11;12;17;23;24
822;22;4;1992;13;21;23;26;42
823;29;4;1992;12;16;26;33;42
824;6;5;1992;9;18;20;40;41
825;13;5;1992;3;5;16;22;39
826;20;5;1992;11;12;26;29;37
827;27;5;1992;10;19;23;27;33
828;3;6;1992;2;6;15;24;30
829;10;6;1992;4;15;20;30;38
830;17;6;1992;6;20;24;26;35
831;24;6;1992;1;9;29;31;32
832;1;7;1992;6;19;26;28;35
833;8;7;1992;16;19;20;21;40
834;15;7;1992;8;20;29;37;42
835;22;7;1992;9;19;20;21;36
836;29;7;1992;9;17;21;28;31
837;5;8;1992;6;7;19;24;29
838;12;8;1992;2;5;30;40;41
839;19;8;1992;11;16;19;23;27
840;26;8;1992;5;14;16;23;33
841;2;9;1992;10;13;20;36;40
842;9;9;1992;1;15;19;26;39
843;16;9;1992;13;15;19;27;32
844;23;9;1992;2;5;16;23;40
845;30;9;1992;3;8;20;36;42
846;7;10;1992;1;3;26;33;36
847;14;10;1992;12;20;23;24;36
848;21;10;1992;2;7;18;26;27
849;28;10;1992;1;12;17;19;34
850;4;11;1992;3;12;13;21;32
851;11;11;1992;8;9;12;28;38
852;18;11;1992;2;3;8;30;33
853;25;11;1992;9;10;30;35;36
854;2;12;1992;1;2;4;24;40
855;9;12;1992;8;19;21;28;33
856;16;12;1992;9;11;13;31;38
857;23;12;1992;3;17;21;22;25
858;30;12;1992;5;10;22;24;26
859;6;1;1993;13;14;32;34;42
860;13;1;1993;11;13;14;19;28
861;20;1;1993;5;33;35;36;37
862;27;1;1993;6;10;23;31;39
863;3;2;1993;8;26;33;34;37
864;10;2;1993;14;24;33;34;38
865;17;2;1993;3;10;18;21;26
866;24;2;1993;14;15;23;36;38
867;3;3;1993;1;13;28;33;38
868;10;3;1993;2;7;12;23;41
869;17;3;1993;4;10;19;31;33
870;24;3;1993;2;3;25;33;42
871;31;3;1993;2;20;24;39;42
872;7;4;1993;7;12;32;38;40
873;14;4;1993;5;11;13;25;30
874;21;4;1993;5;9;22;29;30
875;28;4;1993;6;12;30;32;42
876;5;5;1993;11;16;17;35;42
877;12;5;1993;5;11;15;39;40
878;19;5;1993;7;8;11;23;27
879;26;5;1993;8;27;29;31;36
880;2;6;1993;4;18;30;32;37
881;9;6;1993;2;6;9;15;29
882;16;6;1993;2;9;17;26;36
883;23;6;1993;4;13;18;19;29
884;30;6;1993;8;12;14;24;37
885;7;7;1993;2;7;14;19;31
886;14;7;1993;13;25;29;38;41
887;21;7;1993;3;6;8;26;27
888;28;7;1993;7;18;27;35;41
889;4;8;1993;6;13;19;25;31
890;11;8;1993;8;19;30;33;41
891;18;8;1993;11;18;19;25;35
892;25;8;1993;4;9;12;16;20
893;1;9;1993;11;16;24;28;38
894;8;9;1993;7;21;25;29;35
895;15;9;1993;6;13;17;24;36
896;22;9;1993;10;13;31;35;37
897;29;9;1993;27;30;37;40;41
898;6;10;1993;18;19;29;31;41
899;13;10;1993;2;23;30;34;40
900;20;10;1993;2;3;12;15;21
901;27;10;1993;12;24;29;30;33
902;3;11;1993;18;19;23;25;29
903;10;11;1993;10;13;21;23;32
904;17;11;1993;2;5;6;13;21
905;24;11;1993;6;8;9;11;21
906;1;12;1993;11;23;30;37;42
907;8;12;1993;13;15;16;19;33
908;15;12;1993;5;27;28;32;40
909;22;12;1993;3;20;31;34;35
910;29;12;1993;2;8;18;24;32
911;5;1;1994;5;11;19;30;31
912;12;1;1994;4;6;15;35;36
913;19;1;1994;20;25;31;32;36
914;26;1;1994;2;32;34;36;42
915;2;2;1994;7;16;25;32;41
916;9;2;1994;8;20;28;37;40
917;16;2;1994;21;29;33;35;42
918;23;2;1994;8;11;19;20;34
919;2;3;1994;7;12;13;15;40
920;9;3;1994;7;24;32;36;41
921;16;3;1994;12;27;33;35;37
922;23;3;1994;3;4;17;23;37
923;30;3;1994;4;8;11;18;28
924;6;4;1994;18;27;31;34;36
925;13;4;1994;2;10;14;18;28
926;20;4;1994;4;7;24;30;35
927;27;4;1994;6;15;38;40;41
928;4;5;1994;3;8;14;19;32
929;11;5;1994;1;8;10;33;34
930;18;5;1994;6;18;20;27;33
931;25;5;1994;13;14;15;23;39
932;1;6;1994;1;9;11;33;39
933;8;6;1994;13;14;18;25;40
934;15;6;1994;4;21;23;25;27
935;22;6;1994;10;18;27;30;41
936;29;6;1994;3;12;27;36;41
937;6;7;1994;11;15;18;25;31
938;13;7;1994;15;29;30;32;41
939;20;7;1994;11;16;26;37;39
940;27;7;1994;5;6;11;17;42
941;3;8;1994;8;14;18;26;41
942;10;8;1994;5;17;22;30;40
943;17;8;1994;8;21;25;33;36
944;24;8;1994;17;21;23;27;30
945;31;8;1994;2;16;23;30;37
946;7;9;1994;4;15;17;36;37
947;14;9;1994;7;18;29;32;35
948;21;9;1994;17;19;20;30;31
949;28;9;1994;16;19;20;23;37
950;5;10;1994;2;5;15;33;36
951;12;10;1994;3;23;31;37;38
952;19;10;1994;2;5;6;10;41
953;26;10;1994;17;27;31;35;41
954;2;11;1994;7;11;20;21;32
955;9;11;1994;2;9;28;29;36
956;16;11;1994;9;15;16;24;28
957;23;11;1994;3;17;25;28;40
958;30;11;1994;2;6;13;23;42
959;7;12;1994;7;8;10;17;22
960;14;12;1994;6;17;25;38;41
961;21;12;1994;25;29;31;32;34
962;28;12;1994;5;22;26;28;42
963;4;1;1995;1;8;22;34;40
964;7;1;1995;1;4;22;35;41
965;11;1;1995;5;11;20;22;36
966;14;1;1995;7;9;15;28;33
967;18;1;1995;15;19;30;31;32
968;21;1;1995;5;11;17;21;38
969;25;1;1995;4;13;14;31;41
970;28;1;1995;5;7;20;29;37
971;1;2;1995;4;7;27;38;41
972;4;2;1995;2;4;17;35;37
973;8;2;1995;2;3;17;20;41
974;11;2;1995;6;11;17;34;38
975;15;2;1995;4;6;16;30;39
976;18;2;1995;1;12;22;35;36
977;22;2;1995;6;7;23;27;28
978;25;2;1995;10;13;27;28;33
979;1;3;1995;4;9;21;35;41
980;4;3;1995;8;11;16;25;28
981;8;3;1995;1;19;20;31;33
982;11;3;1995;7;11;13;18;36
983;15;3;1995;7;12;14;15;42
984;18;3;1995;5;14;23;31;35
985;22;3;1995;1;3;10;13;35
986;25;3;1995;2;24;31;32;40
987;29;3;1995;4;20;24;34;41
988;1;4;1995;3;8;23;32;34
989;5;4;1995;4;12;26;33;42
990;8;4;1995;3;14;26;28;31
991;12;4;1995;4;7;25;30;39
992;15;4;1995;11;14;15;20;36
993;19;4;1995;7;11;20;26;32
994;22;4;1995;7;12;14;23;34
995;26;4;1995;1;19;22;29;42
996;29;4;1995;9;26;29;34;42
997;3;5;1995;20;24;34;41;42
998;6;5;1995;14;17;19;31;32
999;10;5;1995;5;19;23;29;37
1000;13;5;1995;17;21;30;39;41
1001;17;5;1995;17;26;34;39;40
1002;20;5;1995;3;11;13;22;27
1003;24;5;1995;11;16;19;34;42
1004;27;5;1995;2;18;22;27;30
1005;31;5;1995;4;16;21;23;26
1006;3;6;1995;1;6;17;21;29
1007;7;6;1995;3;8;12;29;32
1008;10;6;1995;17;22;24;35;41
1009;14;6;1995;9;29;32;33;34
1010;17;6;1995;2;8;21;27;29
1011;21;6;1995;3;18;26;32;40
1012;24;6;1995;15;20;21;27;35
1013;28;6;1995;5;10;11;22;42
1014;1;7;1995;9;16;17;31;37
1015;5;7;1995;6;9;12;27;37
1016;8;7;1995;10;21;39;40;42
1017;12;7;1995;8;21;25;35;37
1018;15;7;1995;8;14;16;17;29
1019;19;7;1995;5;6;17;38;39
1020;22;7;1995;4;8;11;14;42
1021;26;7;1995;3;10;22;32;40
1022;29;7;1995;13;24;25;33;40
1023;2;8;1995;9;12;18;31;33
1024;5;8;1995;3;15;21;27;41
1025;9;8;1995;4;9;17;32;35
1026;12;8;1995;13;18;37;40;42
1027;16;8;1995;13;22;27;37;40
1028;19;8;1995;1;7;22;24;34
1029;23;8;1995;18;26;27;30;36
1030;26;8;1995;24;36;38;39;41
1031;30;8;1995;5;6;23;34;39
1032;2;9;1995;3;20;23;28;33
1033;6;9;1995;20;26;28;29;41
1034;9;9;1995;6;14;15;19;30
1035;13;9;1995;11;18;19;30;35
1036;16;9;1995;3;9;29;30;37
1037;20;9;1995;13;17;24;33;35
1038;23;9;1995;2;4;5;11;40
1039;27;9;1995;17;25;38;41;42
1040;30;9;1995;5;7;11;12;37
1041;4;10;1995;6;13;20;33;38
1042;7;10;1995;7;13;23;25;41
1043;11;10;1995;3;16;18;25;40
1044;14;10;1995;4;8;10;33;39
1045;18;10;1995;7;13;20;26;34
1046;21;10;1995;9;20;31;38;41
1047;25;10;1995;1;4;16;21;39
1048;28;10;1995;5;17;27;36;38
1049;1;11;1995;2;4;18;26;39
1050;4;11;1995;15;18;21;37;40
1051;8;11;1995;1;8;13;21;33
1052;11;11;1995;12;15;19;32;39
1053;15;11;1995;1;8;14;16;40
1054;18;11;1995;8;14;17;35;42
1055;22;11;1995;4;9;22;26;39
1056;25;11;1995;13;16;22;32;42
1057;29;11;1995;5;16;18;22;30
1058;2;12;1995;8;13;18;19;32
1059;6;12;1995;7;18;24;33;35
1060;9;12;1995;4;7;16;25;42
1061;13;12;1995;21;22;23;28;39
1062;16;12;1995;4;9;16;22;29
1063;20;12;1995;20;22;24;26;37
1064;23;12;1995;3;7;13;33;39
1065;27;12;1995;4;12;18;20;38
1066;30;12;1995;7;11;18;23;25
1067;3;1;1996;4;23;26;27;38
1068;6;1;1996;3;15;17;23;28
1069;10;1;1996;11;19;26;34;36
1070;13;1;1996;9;11;17;30;33
1071;17;1;1996;5;12;29;31;35
1072;20;1;1996;4;18;25;30;41
1073;24;1;1996;4;16;20;29;38
1074;27;1;1996;16;17;20;27;29
1075;31;1;1996;4;5;20;27;41
1076;3;2;1996;12;23;31;34;39
1077;7;2;1996;1;5;13;37;39
1078;10;2;1996;7;9;21;26;34
1079;14;2;1996;3;9;11;22;39
1080;17;2;1996;8;18;21;33;36
1081;21;2;1996;11;13;31;39;41
1082;24;2;1996;2;21;25;30;31
1083;28;2;1996;9;10;17;18;37
1084;2;3;1996;17;19;29;36;40
1085;6;3;1996;10;11;23;24;42
1086;9;3;1996;1;7;8;10;23
1087;13;3;1996;2;5;16;35;42
1088;16;3;1996;7;10;20;24;35
1089;20;3;1996;7;9;12;24;37
1090;23;3;1996;1;5;10;24;29
1091;27;3;1996;1;18;30;32;37
1092;30;3;1996;4;11;19;28;42
1093;3;4;1996;4;16;22;23;25
1094;6;4;1996;7;11;21;23;24
1095;10;4;1996;5;10;16;23;28
1096;13;4;1996;10;19;30;34;38
1097;17;4;1996;3;13;17;35;39
1098;20;4;1996;8;10;17;18;33
1099;24;4;1996;12;30;31;37;39
1100;27;4;1996;20;29;35;37;38
1101;1;5;1996;4;19;21;31;37
1102;4;5;1996;12;15;22;25;34
1103;8;5;1996;5;8;10;14;41
1104;11;5;1996;13;21;29;32;38
1105;15;5;1996;4;5;10;11;30
1106;18;5;1996;2;11;14;36;42
1107;22;5;1996;6;17;23;29;37
1108;25;5;1996;9;10;28;31;37
1109;29;5;1996;12;16;27;33;34
1110;1;6;1996;2;5;15;17;38
1111;5;6;1996;1;29;33;34;39
1112;8;6;1996;7;10;31;32;36
1113;12;6;1996;7;25;30;32;36
1114;15;6;1996;11;18;22;30;38
1115;19;6;1996;6;8;26;29;37
1116;22;6;1996;10;21;22;23;36
1117;26;6;1996;20;21;22;25;28
1118;29;6;1996;3;9;15;21;30
1119;3;7;1996;6;19;21;33;41
1120;6;7;1996;20;27;35;37;41
1121;10;7;1996;1;21;25;32;36
1122;13;7;1996;9;15;22;23;33
1123;17;7;1996;10;16;21;25;32
1124;20;7;1996;3;11;21;29;34
1125;24;7;1996;13;14;19;30;41
1126;27;7;1996;9;15;16;28;36
1127;31;7;1996;10;13;27;36;39
1128;3;8;1996;6;11;21;25;39
1129;7;8;1996;2;9;13;38;39
1130;10;8;1996;3;6;9;40;41
1131;14;8;1996;5;17;26;27;37
1132;17;8;1996;27;28;29;39;41
1133;21;8;1996;2;22;27;30;33
1134;24;8;1996;7;26;36;37;42
1135;28;8;1996;25;29;30;32;34
1136;31;8;1996;15;20;22;36;37
1137;4;9;1996;12;22;29;31;40
1138;7;9;1996;8;16;18;19;38
1139;11;9;1996;6;21;22;27;41
1140;14;9;1996;4;8;17;18;31
1141;18;9;1996;12;13;15;29;40
1142;21;9;1996;2;6;14;22;32
1143;25;9;1996;2;6;7;22;24
1144;28;9;1996;1;28;31;33;37
1145;2;10;1996;1;21;24;30;38
1146;5;10;1996;2;6;12;33;37
1147;9;10;1996;15;22;30;32;33
1148;12;10;1996;2;3;4;14;32
1149;16;10;1996;3;4;18;36;42
1150;19;10;1996;6;15;18;21;30
1151;23;10;1996;15;22;32;34;36
1152;26;10;1996;8;16;26;28;32
1153;30;10;1996;3;7;20;22;36
1154;2;11;1996;13;16;24;35;37
1155;6;11;1996;7;8;17;27;35
1156;9;11;1996;7;19;20;21;38
1157;13;11;1996;8;18;28;35;37
1158;16;11;1996;21;26;30;34;39
1159;20;11;1996;1;6;18;23;39
1160;23;11;1996;6;17;28;35;38
1161;27;11;1996;14;15;17;29;38
1162;30;11;1996;3;6;7;34;38
1163;4;12;1996;9;18;23;27;33
1164;7;12;1996;8;14;15;28;39
1165;11;12;1996;1;9;11;22;33
1166;14;12;1996;7;14;22;40;41
1167;18;12;1996;20;22;24;26;29
1168;21;12;1996;5;22;30;31;34
1169;25;12;1996;1;11;15;19;28
1170;28;12;1996;14;19;23;30;40
1171;1;1;1997;5;15;30;34;39
1172;4;1;1997;7;8;27;39;42
1173;8;1;1997;2;7;8;13;14
1174;11;1;1997;6;33;37;38;40
1175;15;1;1997;1;5;15;30;37
1176;18;1;1997;9;20;22;31;41
1177;22;1;1997;3;12;16;21;38
1178;25;1;1997;2;9;17;26;29
1179;29;1;1997;3;17;25;26;29
1180;1;2;1997;4;21;35;36;38
1181;5;2;1997;2;14;17;34;41
1182;8;2;1997;24;26;28;31;42
1183;12;2;1997;7;8;11;18;39
1184;15;2;1997;3;15;23;31;35
1185;19;2;1997;20;26;31;32;35
1186;22;2;1997;4;14;18;19;21
1187;26;2;1997;11;17;26;31;39
1188;1;3;1997;5;15;27;30;31
1189;5;3;1997;6;11;22;38;42
1190;8;3;1997;1;4;19;26;30
1191;12;3;1997;4;7;25;31;39
1192;15;3;1997;4;12;13;29;36
1193;19;3;1997;1;3;4;24;29
1194;22;3;1997;4;7;17;23;26
1195;26;3;1997;14;17;18;25;29
1196;29;3;1997;9;14;27;40;41
1197;2;4;1997;1;9;15;22;34
1198;5;4;1997;22;23;29;38;42
1199;9;4;1997;6;8;25;32;38
1200;12;4;1997;2;3;11;29;40
1201;16;4;1997;15;16;22;26;30
1202;19;4;1997;6;8;9;11;15
1203;23;4;1997;21;27;30;39;40
1204;26;4;1997;2;7;18;26;28
1205;30;4;1997;1;22;23;38;39
1206;3;5;1997;29;30;34;36;41
1207;7;5;1997;3;23;30;36;40
1208;10;5;1997;13;15;22;29;30
1209;14;5;1997;9;26;30;35;42
1210;17;5;1997;14;23;26;33;40
1211;21;5;1997;5;23;25;33;39
1212;24;5;1997;11;14;20;23;34
1213;28;5;1997;5;10;14;19;26
1214;31;5;1997;14;21;30;37;42
1215;4;6;1997;2;11;22;28;29
1216;7;6;1997;1;25;32;37;39
1217;11;6;1997;5;26;28;30;37
1218;14;6;1997;1;13;18;26;41
1219;18;6;1997;5;8;20;22;40
1220;21;6;1997;1;2;14;25;35
1221;25;6;1997;6;7;8;21;41
1222;28;6;1997;5;9;15;16;33
1223;2;7;1997;14;27;35;39;42
1224;5;7;1997;4;15;16;22;30
1225;9;7;1997;1;2;7;10;32
1226;12;7;1997;5;17;23;29;37
1227;16;7;1997;5;24;25;30;39
1228;19;7;1997;8;13;20;26;37
1229;23;7;1997;15;21;30;34;38
1230;26;7;1997;1;3;22;29;42
1231;30;7;1997;10;17;20;25;40
1232;2;8;1997;14;22;27;32;35
1233;6;8;1997;6;26;30;36;39
1234;9;8;1997;1;16;23;28;40
1235;13;8;1997;10;14;20;33;41
1236;16;8;1997;7;9;25;28;35
1237;20;8;1997;4;7;15;21;30
1238;23;8;1997;5;9;19;22;23
1239;27;8;1997;1;5;7;17;32
1240;30;8;1997;15;18;19;27;33
1241;3;9;1997;4;8;21;23;35
1242;6;9;1997;6;9;21;23;39
1243;10;9;1997;10;14;21;26;36
1244;13;9;1997;7;11;26;32;35
1245;17;9;1997;1;2;5;6;23
1246;20;9;1997;1;8;29;37;42
1247;24;9;1997;9;10;15;34;39
1248;27;9;1997;12;22;28;34;41
1249;1;10;1997;14;16;32;34;36
1250;4;10;1997;1;9;16;24;30
1251;8;10;1997;11;13;24;25;35
1252;11;10;1997;25;26;36;40;42
1253;15;10;1997;2;16;22;24;41
1254;18;10;1997;6;7;10;16;41
1255;22;10;1997;2;12;14;19;28
1256;25;10;1997;9;10;11;24;39
1257;29;10;1997;1;8;18;25;30
1258;1;11;1997;10;17;21;28;33
1259;5;11;1997;3;8;32;34;42
1260;8;11;1997;3;5;6;7;20
1261;12;11;1997;1;13;24;28;29
1262;15;11;1997;4;7;11;27;34
1263;19;11;1997;3;8;15;21;24
1264;22;11;1997;7;19;25;37;39
1265;26;11;1997;10;25;28;31;40
1266;29;11;1997;7;15;18;25;33
1267;3;12;1997;2;10;11;18;19
1268;6;12;1997;4;5;8;18;35
1269;10;12;1997;4;5;13;15;18
1270;13;12;1997;1;7;8;9;18
1271;17;12;1997;3;6;10;35;38
1272;20;12;1997;1;12;16;25;37
1273;24;12;1997;6;22;29;30;31
1274;27;12;1997;2;9;17;22;40
1275;31;12;1997;13;18;35;39;41
1276;3;1;1998;5;10;13;16;31
1277;7;1;1998;11;20;27;28;33
1278;10;1;1998;5;22;29;38;40
1279;14;1;1998;11;17;19;21;39
1280;17;1;1998;6;18;28;36;39
1281;26;8;2000;15;31;33;39;41
1282;30;8;2000;2;8;19;34;42
1283;2;9;2000;6;15;17;23;36
1284;6;9;2000;2;8;14;16;29
1285;9;9;2000;18;29;30;31;33
1286;13;9;2000;8;15;21;35;39
1287;16;9;2000;4;14;17;25;35
1288;20;9;2000;24;29;33;34;41
1289;23;9;2000;4;17;23;29;41
1290;27;9;2000;17;18;30;32;34
1291;30;9;2000;8;21;36;41;42
1292;4;10;2000;5;6;17;29;33
1293;7;10;2000;7;15;16;22;30
1294;11;10;2000;7;19;23;27;36
1295;14;10;2000;5;19;31;32;33
1296;18;10;2000;2;21;26;30;33
1297;21;10;2000;10;33;37;38;41
1298;25;10;2000;19;23;25;36;38
1299;28;10;2000;11;13;17;21;28
1300;1;11;2000;7;11;14;25;35
1301;4;11;2000;7;10;15;27;30
1302;8;11;2000;14;23;31;35;39
1303;11;11;2000;5;13;38;39;41
1304;15;11;2000;9;21;27;36;41
1305;18;11;2000;3;26;27;28;34
1306;22;11;2000;4;8;29;31;32
1307;25;11;2000;4;5;12;14;40
1308;29;11;2000;19;22;26;28;40
1309;2;12;2000;7;10;11;17;22
1310;6;12;2000;6;12;18;27;33
1311;9;12;2000;2;7;15;29;33
1312;13;12;2000;6;24;25;40;42
1313;16;12;2000;5;18;21;29;36
1314;20;12;2000;1;20;28;35;39
1315;23;12;2000;4;6;13;14;34
1316;27;12;2000;6;7;20;36;41
1317;30;12;2000;16;21;24;37;38
1318;3;1;2001;5;8;20;25;40
1319;6;1;2001;3;9;23;29;41
1320;10;1;2001;5;22;28;30;38
1321;13;1;2001;11;15;22;34;41
1322;17;1;2001;9;10;18;20;24
1323;20;1;2001;10;24;30;34;41
1324;24;1;2001;3;9;15;19;34
1325;27;1;2001;2;9;12;30;40
1326;31;1;2001;1;9;12;18;38
1327;3;2;2001;16;18;19;20;23
1328;7;2;2001;1;7;12;24;30
1329;10;2;2001;11;12;13;34;38
1330;14;2;2001;3;7;23;24;30
1331;17;2;2001;1;8;25;27;30
1332;21;2;2001;13;18;24;31;40
1333;24;2;2001;7;8;33;39;40
1334;28;2;2001;1;4;13;15;28
1335;3;3;2001;13;18;19;27;40
1336;7;3;2001;16;18;24;28;42
1337;10;3;2001;9;22;26;30;40
1338;14;3;2001;1;10;11;28;29
1339;17;3;2001;9;16;31;36;38
1340;21;3;2001;11;13;22;23;34
1341;24;3;2001;2;3;17;29;31
1342;28;3;2001;2;10;13;20;21
1343;31;3;2001;12;18;29;30;39
1344;4;4;2001;2;5;10;24;42
1345;7;4;2001;2;12;17;23;33
1346;11;4;2001;6;24;32;35;41
1347;14;4;2001;5;19;21;37;38
1348;18;4;2001;3;21;26;30;31
1349;21;4;2001;1;5;10;17;21
1350;25;4;2001;17;24;25;27;42
1351;28;4;2001;6;16;23;39;41
1352;2;5;2001;1;10;20;26;27
1353;5;5;2001;11;21;25;30;33
1354;9;5;2001;1;4;25;26;37
1355;12;5;2001;10;21;33;37;42
1356;16;5;2001;1;2;21;27;28
1357;19;5;2001;4;7;8;10;23
1358;23;5;2001;2;7;11;36;42
1359;26;5;2001;9;16;17;24;29
1360;30;5;2001;7;12;15;21;28
1361;2;6;2001;12;14;16;30;33
1362;6;6;2001;6;10;11;34;36
1363;9;6;2001;1;2;16;29;35
1364;13;6;2001;6;19;34;39;40
1365;16;6;2001;8;14;37;39;42
1366;20;6;2001;3;8;15;20;31
1367;23;6;2001;24;26;31;32;36
1368;27;6;2001;30;32;35;36;39
1369;30;6;2001;6;11;18;30;42
1370;4;7;2001;2;3;8;28;42
1371;7;7;2001;1;17;27;31;42
1372;11;7;2001;8;11;26;34;39
1373;14;7;2001;2;6;24;31;37
1374;18;7;2001;9;28;29;30;37
1375;21;7;2001;11;13;14;35;41
1376;25;7;2001;7;10;19;22;29
1377;28;7;2001;8;33;38;39;42
1378;1;8;2001;2;3;11;19;34
1379;4;8;2001;2;5;10;11;18
1380;8;8;2001;2;16;28;30;36
1381;11;8;2001;8;31;36;38;42
1382;15;8;2001;17;19;20;21;42
1383;18;8;2001;10;22;34;38;39
1384;22;8;2001;10;23;29;37;39
1385;25;8;2001;8;14;28;34;38
1386;29;8;2001;4;28;29;36;42
1387;1;9;2001;2;9;11;21;24
1388;5;9;2001;2;3;4;16;36
1389;8;9;2001;1;23;26;28;39
1390;12;9;2001;2;7;10;24;34
1391;15;9;2001;13;20;28;30;40
1392;19;9;2001;2;5;8;32;39
1393;22;9;2001;13;17;27;31;39
1394;26;9;2001;1;6;26;30;32
1395;29;9;2001;6;13;21;23;34
1396;3;10;2001;6;12;20;29;37
1397;6;10;2001;1;8;16;29;33
1398;10;10;2001;2;5;11;12;40
1399;13;10;2001;1;8;10;19;23
1400;17;10;2001;7;15;17;39;42
1401;20;10;2001;1;23;36;37;42
1402;24;10;2001;6;8;12;15;23
1403;27;10;2001;3;11;21;22;24
1404;31;10;2001;18;26;33;34;40
1405;3;11;2001;4;16;20;31;38
1406;7;11;2001;5;10;24;27;42
1407;10;11;2001;4;14;27;28;36
1408;14;11;2001;2;5;31;38;42
1409;17;11;2001;10;23;25;33;42
1410;21;11;2001;8;14;33;34;42
1411;24;11;2001;7;28;34;36;38
1412;28;11;2001;16;17;26;27;42
1413;1;12;2001;4;13;14;19;25
1414;5;12;2001;3;5;12;22;31
1415;8;12;2001;7;18;29;33;40
1416;12;12;2001;5;9;14;23;37
1417;15;12;2001;10;17;22;27;40
1418;19;12;2001;4;21;34;35;39
1419;22;12;2001;2;18;21;24;26
1420;26;12;2001;13;17;19;22;23
1421;29;12;2001;6;9;13;20;29
1422;2;1;2002;6;8;15;33;40
1423;5;1;2002;4;13;15;26;40
1424;9;1;2002;5;11;16;17;36
1425;12;1;2002;17;20;21;27;40
1426;16;1;2002;21;22;35;36;42
1427;19;1;2002;2;30;32;33;38
1428;23;1;2002;9;10;18;31;35
1429;26;1;2002;2;22;29;35;38
1430;30;1;2002;3;5;19;25;42
1431;2;2;2002;2;6;19;39;42
1432;6;2;2002;4;9;14;21;37
1433;9;2;2002;2;17;18;23;37
1434;13;2;2002;1;5;23;27;30
1435;16;2;2002;18;20;31;33;37
1436;20;2;2002;16;23;27;29;41
1437;23;2;2002;5;7;9;32;40
1438;27;2;2002;20;27;29;32;36
1439;2;3;2002;13;15;33;34;42
1440;6;3;2002;3;5;10;12;29
1441;9;3;2002;20;23;33;39;40
1442;13;3;2002;12;17;24;37;42
1443;16;3;2002;2;3;6;33;40
1444;20;3;2002;6;14;19;38;40
1445;23;3;2002;1;7;32;35;38
1446;27;3;2002;4;9;10;24;36
