Numer;Dzien;Miesiac;Rok;L1;L2;L3;L4;L5
3832;26;10;2016;8;21;25;34;39
3833;27;10;2016;5;10;19;41;42
3834;28;10;2016;13;19;22;28;34
3835;29;10;2016;3;11;16;26;30
3836;30;10;2016;1;20;24;26;36
3837;31;10;2016;2;5;29;34;40
3838;1;11;2016;23;28;31;33;34
3839;2;11;2016;9;16;18;20;38
3840;3;11;2016;1;18;32;40;42
3841;4;11;2016;2;5;10;16;42
3842;5;11;2016;6;10;14;26;31
3843;6;11;2016;9;13;25;33;42
3844;7;11;2016;7;28;29;31;36
3845;8;11;2016;2;16;25;29;41
3846;9;11;2016;4;16;21;32;41
3847;10;11;2016;14;21;26;27;39
3848;11;11;2016;25;28;33;38;42
3849;12;11;2016;4;15;17;27;31
3850;13;11;2016;2;25;29;37;39
3851;14;11;2016;6;11;15;17;29
3852;15;11;2016;7;11;13;32;33
3853;16;11;2016;2;3;17;21;23
3854;17;11;2016;11;14;15;25;41
3855;18;11;2016;2;11;24;35;38
3856;19;11;2016;3;11;16;17;41
3857;20;11;2016;13;32;34;37;42
3858;21;11;2016;7;13;16;21;41
3859;22;11;2016;20;23;34;39;42
3860;23;11;2016;5;18;19;30;34
3861;24;11;2016;3;4;35;36;39
3862;25;11;2016;10;18;24;39;40
3863;26;11;2016;6;11;12;21;29
3864;27;11;2016;11;12;18;29;35
3865;28;11;2016;1;4;6;21;24
3866;29;11;2016;7;9;16;17;29
3867;30;11;2016;2;7;9;24;40
3868;1;12;2016;1;4;26;37;39
3869;2;12;2016;8;9;10;25;35
3870;3;12;2016;14;15;16;24;42
3871;4;12;2016;10;17;18;19;33
3872;5;12;2016;14;20;23;25;34
3873;6;12;2016;2;11;26;30;34
3874;7;12;2016;9;16;24;26;40
3875;8;12;2016;3;11;33;35;41
3876;9;12;2016;26;27;34;36;42
3877;10;12;2016;9;18;30;40;42
3878;11;12;2016;1;6;7;34;39
3879;12;12;2016;4;26;34;35;40
3880;13;12;2016;21;23;25;27;28
3881;14;12;2016;3;16;20;36;37
3882;15;12;2016;12;14;18;19;23
3883;16;12;2016;3;13;14;19;21
3884;17;12;2016;12;13;17;35;39
3885;18;12;2016;5;9;14;23;39
3886;19;12;2016;6;13;16;25;32
3887;20;12;2016;2;11;18;19;25
3888;21;12;2016;5;13;15;16;36
3889;22;12;2016;1;22;24;30;39
3890;23;12;2016;1;2;6;16;25
3891;24;12;2016;7;28;38;39;41
3892;25;12;2016;19;21;28;31;36
3893;26;12;2016;7;16;18;25;31
3894;27;12;2016;3;17;24;29;40
3895;28;12;2016;2;4;11;18;25
3896;29;12;2016;10;11;19;23;34
3897;30;12;2016;8;28;29;30;41
3898;31;12;2016;12;16;22;31;40
3899;1;1;2017;1;2;6;7;24
3900;2;1;2017;27;30;31;37;39
3901;3;1;2017;3;15;31;35;40
3902;4;1;2017;6;17;22;37;39
3903;5;1;2017;1;30;32;35;38
3904;6;1;2017;4;25;27;30;40
3905;7;1;2017;9;12;28;30;38
3906;8;1;2017;13;15;35;36;38
3907;9;1;2017;4;7;34;35;42
3908;10;1;2017;4;12;35;36;38
3909;11;1;2017;1;3;5;35;40
3910;12;1;2017;4;5;6;19;31
3911;13;1;2017;15;16;26;32;33
3912;14;1;2017;1;5;10;32;35
3913;15;1;2017;1;12;17;19;34
3914;16;1;2017;9;15;22;26;29
3915;17;1;2017;16;18;19;20;34
3916;18;1;2017;11;14;23;26;32
3917;19;1;2017;2;16;24;32;42
3918;20;1;2017;14;19;23;31;35
3919;21;1;2017;10;18;22;23;33
3920;22;1;2017;5;7;22;32;42
3921;23;1;2017;14;22;27;30;33
3922;24;1;2017;2;14;15;16;30
3923;25;1;2017;26;29;30;36;37
3924;26;1;2017;3;4;29;39;41
3925;27;1;2017;3;16;19;27;32
3926;28;1;2017;7;15;18;19;20
3927;29;1;2017;7;13;25;26;31
3928;30;1;2017;2;12;14;24;28
3929;31;1;2017;8;14;35;36;42
3930;1;2;2017;9;13;19;24;31
3931;2;2;2017;1;9;10;15;39
3932;3;2;2017;11;14;33;34;40
3933;4;2;2017;9;10;12;17;32
3934;5;2;2017;20;32;33;41;42
3935;6;2;2017;16;23;28;29;31
3936;7;2;2017;2;6;17;33;38
3937;8;2;2017;2;3;15;35;38
3938;9;2;2017;2;5;10;26;27
3939;10;2;2017;1;6;7;36;41
3940;11;2;2017;4;13;15;17;42
3941;12;2;2017;4;5;13;27;32
3942;13;2;2017;20;22;28;34;37
3943;14;2;2017;13;26;28;34;39
3944;15;2;2017;29;30;39;41;42
3945;16;2;2017;10;12;19;36;42
3946;17;2;2017;12;24;26;27;41
3947;18;2;2017;5;8;19;24;32
3948;19;2;2017;4;12;19;27;40
3949;20;2;2017;8;22;23;29;40
3950;21;2;2017;3;8;20;24;27
3951;22;2;2017;15;21;22;39;42
3952;23;2;2017;6;14;15;25;34
3953;24;2;2017;2;19;20;23;38
3954;25;2;2017;11;15;25;37;38
3955;26;2;2017;4;13;23;24;30
3956;27;2;2017;11;18;24;28;35
3957;28;2;2017;25;32;36;37;41
3958;1;3;2017;3;21;23;30;32
3959;2;3;2017;17;22;36;38;40
3960;3;3;2017;7;17;30;37;41
3961;4;3;2017;4;8;23;29;33
3962;5;3;2017;2;17;25;28;38
3963;6;3;2017;2;17;27;39;40
3964;7;3;2017;2;7;18;23;40
3965;8;3;2017;4;17;24;28;29
3966;9;3;2017;5;6;11;41;42
3967;10;3;2017;4;16;28;38;40
3968;11;3;2017;16;24;28;35;36
3969;12;3;2017;1;4;9;29;31
3970;13;3;2017;12;26;27;35;38
3971;14;3;2017;8;12;18;22;38
3972;15;3;2017;14;20;23;24;30
3973;16;3;2017;15;24;28;37;39
3974;17;3;2017;4;5;11;27;42
3975;18;3;2017;4;13;15;36;39
3976;19;3;2017;1;6;7;15;28
3977;20;3;2017;3;33;35;36;42
3978;21;3;2017;8;15;23;25;40
3979;22;3;2017;1;11;14;29;31
3980;23;3;2017;4;8;21;29;36
3981;24;3;2017;2;7;14;27;32
3982;25;3;2017;6;7;13;33;36
3983;26;3;2017;14;24;34;35;41
3984;27;3;2017;9;12;17;21;27
3985;28;3;2017;2;19;34;35;39
3986;29;3;2017;2;3;19;22;29
3987;30;3;2017;1;9;22;30;31
3988;31;3;2017;1;5;11;17;41
3989;1;4;2017;7;10;22;32;33
3990;2;4;2017;11;13;16;27;32
3991;3;4;2017;13;29;34;38;41
3992;4;4;2017;2;8;9;14;27
3993;5;4;2017;13;20;22;36;39
3994;6;4;2017;8;12;21;22;24
3995;7;4;2017;22;24;28;31;37
3996;8;4;2017;1;20;33;34;36
3997;9;4;2017;3;5;27;30;33
3998;10;4;2017;20;31;33;36;38
3999;11;4;2017;6;22;24;32;40
4000;12;4;2017;11;20;27;28;42
4001;13;4;2017;14;15;17;32;41
4002;14;4;2017;6;14;17;38;40
4003;15;4;2017;2;20;22;25;42
4004;16;4;2017;5;7;9;37;41
4005;17;4;2017;15;24;25;26;41
4006;18;4;2017;10;18;20;34;39
4007;19;4;2017;10;16;28;29;34
4008;20;4;2017;13;21;23;25;36
4009;21;4;2017;15;27;33;36;42
4010;22;4;2017;15;25;27;29;37
4011;23;4;2017;12;14;20;38;40
4012;24;4;2017;11;20;30;38;39
4013;25;4;2017;5;8;12;22;37
4014;26;4;2017;12;20;24;26;37
4015;27;4;2017;7;13;16;29;30
4016;28;4;2017;6;22;23;32;34
4017;29;4;2017;3;6;7;28;32
4018;30;4;2017;8;15;17;19;31
4019;1;5;2017;11;12;15;40;42
4020;2;5;2017;5;10;17;26;35
4021;3;5;2017;1;8;22;32;39
4022;4;5;2017;6;9;23;26;38
4023;5;5;2017;1;7;15;33;35
4024;6;5;2017;2;3;11;19;27
4025;7;5;2017;16;20;23;37;41
4026;8;5;2017;6;11;12;26;39
4027;9;5;2017;8;18;37;41;42
4028;10;5;2017;6;15;27;28;30
4029;11;5;2017;5;10;19;33;34
4030;12;5;2017;11;13;30;35;37
4031;13;5;2017;3;8;11;34;36
4032;14;5;2017;8;13;22;26;31
4033;15;5;2017;2;6;11;18;32
4034;16;5;2017;13;16;20;28;42
4035;17;5;2017;3;12;16;29;30
4036;18;5;2017;4;9;16;38;40
4037;19;5;2017;15;19;23;37;40
4038;20;5;2017;30;32;33;35;41
4039;21;5;2017;7;22;26;27;38
4040;22;5;2017;1;5;12;15;18
4041;23;5;2017;4;12;19;21;25
4042;24;5;2017;20;26;33;35;40
4043;25;5;2017;1;6;9;26;30
4044;26;5;2017;24;27;28;37;38
4045;27;5;2017;4;10;16;29;33
4046;28;5;2017;18;24;28;29;42
4047;29;5;2017;3;14;27;31;41
4048;30;5;2017;9;14;17;22;31
4049;31;5;2017;14;15;21;22;29
4050;1;6;2017;19;26;28;35;36
4051;2;6;2017;2;8;9;21;39
4052;3;6;2017;13;14;26;35;42
4053;4;6;2017;4;13;15;20;37
4054;5;6;2017;10;12;24;31;40
4055;6;6;2017;5;12;15;21;37
4056;7;6;2017;5;6;9;16;37
4057;8;6;2017;7;14;19;26;32
4058;9;6;2017;2;12;17;21;40
4059;10;6;2017;1;14;23;34;35
4060;11;6;2017;12;14;18;31;35
4061;12;6;2017;10;30;33;35;41
4062;13;6;2017;2;7;19;21;34
4063;14;6;2017;5;7;14;16;19
4064;15;6;2017;17;19;28;32;37
4065;16;6;2017;2;7;8;12;27
4066;17;6;2017;12;35;36;37;39
4067;18;6;2017;9;11;12;13;22
4068;19;6;2017;7;11;12;32;41
4069;20;6;2017;3;4;10;22;24
4070;21;6;2017;10;11;23;34;40
4071;22;6;2017;8;11;29;35;37
4072;23;6;2017;4;14;15;24;27
4073;24;6;2017;21;28;30;33;36
4074;25;6;2017;8;15;24;41;42
4075;26;6;2017;11;15;18;19;30
4076;27;6;2017;6;15;19;32;35
4077;28;6;2017;27;28;31;33;38
4078;29;6;2017;6;24;26;27;31
4079;30;6;2017;13;18;23;24;26
4080;1;7;2017;2;3;24;32;38
4081;2;7;2017;17;27;30;31;40
4082;3;7;2017;6;16;22;25;29
4083;4;7;2017;14;18;21;24;40
4084;5;7;2017;4;18;22;23;28
4085;6;7;2017;5;23;24;29;38
4086;7;7;2017;4;15;19;33;42
4087;8;7;2017;2;5;27;33;35
4088;9;7;2017;2;9;15;25;37
4089;10;7;2017;6;24;26;30;32
4090;11;7;2017;9;19;24;27;41
4091;12;7;2017;5;20;27;33;37
4092;13;7;2017;4;18;29;30;39
4093;14;7;2017;13;15;19;21;36
4094;15;7;2017;12;19;23;29;36
4095;16;7;2017;9;20;22;23;32
4096;17;7;2017;2;4;15;25;42
4097;18;7;2017;5;12;16;21;29
4098;19;7;2017;9;19;24;26;35
4099;20;7;2017;3;7;22;36;38
4100;21;7;2017;2;8;14;23;25
4101;22;7;2017;14;15;22;37;41
4102;23;7;2017;2;5;9;13;33
4103;24;7;2017;1;10;13;37;40
4104;25;7;2017;1;4;12;21;27
4105;26;7;2017;27;29;32;38;42
4106;27;7;2017;2;10;15;36;38
4107;28;7;2017;1;23;33;36;38
4108;29;7;2017;15;19;22;33;38
4109;30;7;2017;7;8;38;39;40
4110;31;7;2017;17;25;27;33;42
4111;1;8;2017;10;12;14;18;39
4112;2;8;2017;1;14;22;25;34
4113;3;8;2017;4;6;13;29;40
4114;4;8;2017;8;11;13;15;33
4115;5;8;2017;16;21;22;25;29
4116;6;8;2017;7;12;30;40;41
4117;7;8;2017;9;12;23;27;41
4118;8;8;2017;11;12;18;29;35
4119;9;8;2017;9;11;18;35;40
4120;10;8;2017;1;2;11;26;27
4121;11;8;2017;2;10;22;27;41
4122;12;8;2017;3;21;22;28;39
4123;13;8;2017;6;11;14;24;40
4124;14;8;2017;3;5;19;21;33
4125;15;8;2017;3;12;13;16;27
4126;16;8;2017;10;13;14;22;34
4127;17;8;2017;15;25;28;36;41
4128;18;8;2017;3;9;18;20;21
4129;19;8;2017;15;21;22;34;42
4130;20;8;2017;1;4;6;27;42
4131;21;8;2017;10;25;30;32;33
4132;22;8;2017;27;31;35;39;42
4133;23;8;2017;12;13;16;31;36
4134;24;8;2017;12;14;31;35;42
4135;25;8;2017;2;3;13;20;29
4136;26;8;2017;3;17;29;34;35
4137;27;8;2017;2;5;17;23;40
4138;28;8;2017;4;5;6;16;19
4139;29;8;2017;3;23;31;32;33
4140;30;8;2017;6;7;9;13;40
4141;31;8;2017;2;8;27;33;38
4142;1;9;2017;16;17;19;39;42
4143;2;9;2017;15;18;24;38;41
4144;3;9;2017;6;8;12;17;23
4145;4;9;2017;14;22;23;32;37
4146;5;9;2017;8;12;15;24;37
4147;6;9;2017;5;8;21;28;39
4148;7;9;2017;5;12;13;17;38
4149;8;9;2017;14;18;21;38;42
4150;9;9;2017;11;13;14;21;23
4151;10;9;2017;4;11;13;16;27
4152;11;9;2017;11;12;25;37;41
4153;12;9;2017;1;6;8;12;23
4154;13;9;2017;1;21;25;26;39
4155;14;9;2017;2;25;26;30;37
4156;15;9;2017;4;17;22;34;37
4157;16;9;2017;8;10;13;23;27
4158;17;9;2017;7;14;17;36;42
4159;18;9;2017;4;15;29;30;39
4160;19;9;2017;7;9;28;30;33
4161;20;9;2017;5;16;24;34;38
4162;21;9;2017;8;11;13;23;26
4163;22;9;2017;6;23;34;38;40
4164;23;9;2017;15;31;33;34;40
4165;24;9;2017;6;27;30;32;34
4166;25;9;2017;4;6;8;10;16
4167;26;9;2017;7;11;18;20;30
4168;27;9;2017;8;14;27;28;39
4169;28;9;2017;2;5;25;27;31
4170;29;9;2017;12;20;32;35;38
4171;30;9;2017;2;8;16;22;24
4172;1;10;2017;14;18;24;36;41
4173;2;10;2017;9;24;25;28;40
4174;3;10;2017;1;13;22;26;38
4175;4;10;2017;8;16;23;26;30
4176;5;10;2017;10;12;14;18;40
4177;6;10;2017;2;11;18;39;41
4178;7;10;2017;1;11;36;38;40
4179;8;10;2017;6;11;24;31;32
4180;9;10;2017;4;6;7;24;30
4181;10;10;2017;8;13;19;27;34
4182;11;10;2017;8;20;29;31;33
4183;12;10;2017;2;6;9;16;36
4184;13;10;2017;8;23;28;35;38
4185;14;10;2017;11;28;29;31;39
4186;15;10;2017;8;19;23;27;32
4187;16;10;2017;5;11;18;31;33
4188;17;10;2017;1;13;17;30;37
4189;18;10;2017;7;23;32;39;40
4190;19;10;2017;2;10;19;29;42
4191;20;10;2017;10;12;31;40;41
4192;21;10;2017;8;17;23;36;39
4193;22;10;2017;1;8;19;31;34
4194;23;10;2017;3;11;16;23;39
4195;24;10;2017;3;13;14;17;42
4196;25;10;2017;10;17;18;28;32
4197;26;10;2017;3;14;18;20;33
4198;27;10;2017;5;6;11;28;30
4199;28;10;2017;4;31;34;40;41
4200;29;10;2017;3;9;25;35;42
4201;30;10;2017;7;16;29;34;39
4202;31;10;2017;10;17;30;37;39
4203;1;11;2017;2;4;8;11;29
4204;2;11;2017;3;7;10;14;24
4205;3;11;2017;7;15;24;32;33
4206;4;11;2017;3;5;12;15;37
4207;5;11;2017;2;3;4;20;25
4208;6;11;2017;29;30;36;37;39
4209;7;11;2017;15;23;30;39;41
4210;8;11;2017;8;18;36;38;41
4211;9;11;2017;8;21;24;30;41
4212;10;11;2017;14;16;17;19;38
4213;11;11;2017;11;22;27;30;33
4214;12;11;2017;4;14;16;31;32
4215;13;11;2017;8;16;32;38;39
4216;14;11;2017;2;8;13;14;16
4217;15;11;2017;3;8;12;25;36
4218;16;11;2017;9;14;29;33;35
4219;17;11;2017;11;17;19;37;39
4220;18;11;2017;4;6;29;34;40
4221;19;11;2017;12;24;28;29;33
4222;20;11;2017;12;13;29;39;40
4223;21;11;2017;7;22;35;38;39
4224;22;11;2017;7;26;32;36;41
4225;23;11;2017;2;6;9;23;28
4226;24;11;2017;3;6;10;19;34
4227;25;11;2017;24;26;30;33;41
4228;26;11;2017;8;16;18;39;41
4229;27;11;2017;10;20;33;37;39
4230;28;11;2017;2;22;28;30;38
4231;29;11;2017;3;12;13;36;37
4232;30;11;2017;11;18;26;29;33
4233;1;12;2017;2;8;14;25;29
4234;2;12;2017;2;18;20;26;36
4235;3;12;2017;4;23;30;34;39
4236;4;12;2017;1;28;29;34;37
4237;5;12;2017;9;10;28;31;41
4238;6;12;2017;3;12;15;26;36
4239;7;12;2017;4;9;15;18;19
4240;8;12;2017;5;12;21;25;37
4241;9;12;2017;5;19;23;24;38
4242;10;12;2017;9;10;19;37;41
4243;11;12;2017;12;22;24;28;31
4244;12;12;2017;2;10;15;34;38
4245;13;12;2017;14;15;23;33;42
4246;14;12;2017;14;15;28;33;40
4247;15;12;2017;6;10;14;15;35
4248;16;12;2017;6;23;29;32;34
4249;17;12;2017;5;6;11;25;29
4250;18;12;2017;2;11;22;34;39
4251;19;12;2017;3;21;28;29;35
4252;20;12;2017;1;19;24;28;35
4253;21;12;2017;9;10;15;35;37
4254;22;12;2017;1;2;24;36;41
4255;23;12;2017;7;11;22;34;40
4256;24;12;2017;12;19;21;30;33
4257;25;12;2017;8;16;17;24;42
4258;26;12;2017;1;4;14;18;31
4259;27;12;2017;3;5;17;26;34
4260;28;12;2017;3;13;24;32;37
4261;29;12;2017;4;15;21;22;34
4262;30;12;2017;1;3;19;22;29
4263;31;12;2017;6;11;29;30;42
4264;1;1;2018;4;9;12;14;24
4265;2;1;2018;10;19;20;36;39
4266;3;1;2018;2;6;9;10;36
4267;4;1;2018;4;5;11;34;42
4268;5;1;2018;2;3;5;17;31
4269;6;1;2018;1;4;9;12;28
4270;7;1;2018;10;13;17;38;39
4271;8;1;2018;10;13;26;28;39
4272;9;1;2018;2;27;33;40;42
4273;10;1;2018;1;7;25;29;32
4274;11;1;2018;1;3;19;31;36
4275;12;1;2018;10;13;14;31;38
4276;13;1;2018;1;2;7;27;40
4277;14;1;2018;2;20;22;28;42
4278;15;1;2018;6;11;13;28;33
4279;16;1;2018;28;31;32;37;41
4280;17;1;2018;4;13;28;33;40
4281;18;1;2018;6;8;18;31;40
4282;19;1;2018;18;28;30;31;35
4283;20;1;2018;26;28;34;36;41
4284;21;1;2018;17;24;27;28;33
4285;22;1;2018;8;10;28;31;35
4286;23;1;2018;14;17;24;28;42
4287;24;1;2018;7;10;26;29;32
4288;25;1;2018;4;8;16;29;37
4289;26;1;2018;9;21;22;30;36
4290;27;1;2018;4;9;14;24;28
4291;28;1;2018;6;7;17;21;41
4292;29;1;2018;2;12;18;30;35
4293;30;1;2018;8;10;16;21;29
4294;31;1;2018;11;12;16;20;23
4295;1;2;2018;6;26;33;40;42
4296;2;2;2018;6;21;28;30;42
4297;3;2;2018;9;11;14;19;30
4298;4;2;2018;15;17;20;32;36
4299;5;2;2018;14;30;31;33;40
4300;6;2;2018;2;6;21;28;33
4301;7;2;2018;6;28;36;41;42
4302;8;2;2018;1;4;11;18;19
4303;9;2;2018;5;10;12;16;39
4304;10;2;2018;10;31;33;41;42
4305;11;2;2018;3;28;36;40;41
4306;12;2;2018;3;16;33;38;40
4307;13;2;2018;3;17;23;25;27
4308;14;2;2018;3;7;15;31;40
4309;15;2;2018;13;16;19;30;32
4310;16;2;2018;9;12;24;30;39
4311;17;2;2018;8;10;11;16;18
4312;18;2;2018;6;12;35;36;38
4313;19;2;2018;2;13;21;29;36
4314;20;2;2018;10;19;21;32;36
4315;21;2;2018;3;6;12;13;28
4316;22;2;2018;7;16;18;38;41
4317;23;2;2018;16;20;22;30;34
4318;24;2;2018;16;17;22;25;33
4319;25;2;2018;4;5;19;22;33
4320;26;2;2018;15;22;30;34;40
4321;27;2;2018;4;14;22;26;41
4322;28;2;2018;6;13;18;31;39
4323;1;3;2018;14;19;26;34;37
4324;2;3;2018;1;2;8;10;15
4325;3;3;2018;31;37;39;40;41
4326;4;3;2018;9;11;22;36;38
4327;5;3;2018;21;22;28;30;36
4328;6;3;2018;2;15;32;36;40
4329;7;3;2018;2;5;10;28;29
4330;8;3;2018;6;23;33;34;40
4331;9;3;2018;1;5;14;16;19
4332;10;3;2018;3;28;30;31;35
4333;11;3;2018;14;17;21;27;30
4334;12;3;2018;21;27;29;30;36
4335;13;3;2018;5;10;12;23;29
4336;14;3;2018;1;8;19;39;41
4337;15;3;2018;4;9;16;19;37
4338;16;3;2018;3;7;13;22;35
4339;17;3;2018;6;10;27;28;37
4340;18;3;2018;7;20;26;27;31
4341;19;3;2018;2;8;31;37;38
4342;20;3;2018;1;5;7;23;35
4343;21;3;2018;1;12;15;26;38
4344;22;3;2018;3;21;26;34;36
4345;23;3;2018;25;28;29;30;41
4346;24;3;2018;3;8;22;28;39
4347;25;3;2018;2;7;17;33;35
4348;26;3;2018;5;19;24;33;40
4349;27;3;2018;5;14;16;17;29
4350;28;3;2018;6;11;21;34;41
4351;29;3;2018;10;21;29;39;40
4352;30;3;2018;10;26;29;36;37
4353;31;3;2018;2;3;13;28;39
4354;1;4;2018;4;8;13;19;38
4355;2;4;2018;6;23;24;33;36
4356;3;4;2018;4;5;6;21;41
4357;4;4;2018;1;3;12;21;32
4358;5;4;2018;15;19;21;23;42
4359;6;4;2018;23;32;36;41;42
4360;7;4;2018;1;5;20;24;34
4361;8;4;2018;1;5;27;30;35
4362;9;4;2018;1;6;7;8;32
4363;10;4;2018;19;31;33;37;41
4364;11;4;2018;1;9;17;21;22
4365;12;4;2018;8;13;27;30;32
4366;13;4;2018;6;17;22;26;34
4367;14;4;2018;15;30;32;35;40
4368;15;4;2018;19;22;23;36;42
4369;16;4;2018;5;16;25;31;39
4370;17;4;2018;1;20;26;27;30
4371;18;4;2018;18;22;26;30;33
4372;19;4;2018;13;16;22;24;36
4373;20;4;2018;3;14;26;28;39
4374;21;4;2018;2;14;19;36;37
4375;22;4;2018;9;17;22;30;41
4376;23;4;2018;12;29;32;33;36
4377;24;4;2018;3;7;23;28;32
4378;25;4;2018;3;15;25;35;36
4379;26;4;2018;19;23;25;35;41
4380;27;4;2018;2;13;15;32;38
4381;28;4;2018;8;18;19;26;39
4382;29;4;2018;1;19;21;26;38
4383;30;4;2018;10;15;27;33;42
4384;1;5;2018;4;10;27;39;41
4385;2;5;2018;1;4;10;27;40
4386;3;5;2018;8;14;15;20;23
4387;4;5;2018;11;14;34;36;39
4388;5;5;2018;6;15;18;27;42
4389;6;5;2018;1;3;22;32;41
4390;7;5;2018;11;21;32;34;35
4391;8;5;2018;2;7;24;26;30
4392;9;5;2018;16;17;18;24;29
4393;10;5;2018;8;12;29;30;40
4394;11;5;2018;1;4;8;13;35
4395;12;5;2018;1;15;25;28;31
4396;13;5;2018;14;25;26;27;41
4397;14;5;2018;11;14;17;26;38
4398;15;5;2018;9;19;20;22;36
4399;16;5;2018;9;16;26;30;33
4400;17;5;2018;12;24;32;38;42
4401;18;5;2018;2;9;13;26;32
4402;19;5;2018;26;30;31;33;36
4403;20;5;2018;18;19;21;24;28
4404;21;5;2018;9;18;25;28;29
4405;22;5;2018;12;14;25;33;39
4406;23;5;2018;7;12;19;20;38
4407;24;5;2018;4;15;16;28;40
4408;25;5;2018;14;16;20;27;28
4409;26;5;2018;9;16;19;26;35
4410;27;5;2018;11;21;25;28;33
4411;28;5;2018;7;18;35;41;42
4412;29;5;2018;2;6;13;23;30
4413;30;5;2018;8;9;12;13;26
4414;31;5;2018;3;4;10;22;31
4415;1;6;2018;10;16;24;33;41
4416;2;6;2018;5;27;32;35;39
4417;3;6;2018;2;11;18;32;38
4418;4;6;2018;11;13;21;24;29
4419;5;6;2018;4;13;27;32;41
4420;6;6;2018;1;6;16;28;37
4421;7;6;2018;11;20;27;35;36
4422;8;6;2018;2;3;8;22;34
4423;9;6;2018;1;15;21;26;28
4424;10;6;2018;13;20;27;37;41
4425;11;6;2018;15;24;32;33;37
4426;12;6;2018;15;18;25;27;41
4427;13;6;2018;5;11;26;35;42
4428;14;6;2018;10;14;17;27;29
4429;15;6;2018;8;24;31;38;39
4430;16;6;2018;9;20;27;31;33
4431;17;6;2018;1;7;11;26;31
4432;18;6;2018;6;10;21;24;34
4433;19;6;2018;6;7;22;24;25
4434;20;6;2018;8;14;17;21;36
4435;21;6;2018;9;19;21;39;42
4436;22;6;2018;3;11;15;25;36
4437;23;6;2018;2;9;25;37;41
4438;24;6;2018;2;12;19;28;40
4439;25;6;2018;11;27;28;38;39
4440;26;6;2018;9;17;19;35;39
4441;27;6;2018;17;23;33;34;41
4442;28;6;2018;2;9;20;22;42
4443;29;6;2018;1;25;28;30;38
4444;30;6;2018;1;9;30;33;41
4445;1;7;2018;3;9;28;30;40
4446;2;7;2018;4;17;30;32;38
4447;3;7;2018;3;7;15;25;42
4448;4;7;2018;1;17;23;24;42
4449;5;7;2018;1;10;18;35;37
4450;6;7;2018;18;28;29;30;31
4451;7;7;2018;11;12;19;24;31
4452;8;7;2018;1;9;19;33;41
4453;9;7;2018;20;22;23;27;40
4454;10;7;2018;12;14;18;25;37
4455;11;7;2018;6;8;19;21;22
4456;12;7;2018;5;7;24;30;40
4457;13;7;2018;2;6;24;27;38
4458;14;7;2018;16;19;25;26;34
4459;15;7;2018;3;4;12;36;39
4460;16;7;2018;15;17;21;36;40
4461;17;7;2018;2;4;13;17;33
4462;18;7;2018;2;13;16;26;31
4463;19;7;2018;7;17;20;25;32
4464;20;7;2018;7;19;30;36;40
4465;21;7;2018;13;14;20;21;36
4466;22;7;2018;8;16;20;22;38
4467;23;7;2018;4;22;26;28;38
4468;24;7;2018;2;9;11;19;24
4469;25;7;2018;1;6;33;35;39
4470;26;7;2018;2;5;10;17;31
4471;27;7;2018;10;25;29;31;36
4472;28;7;2018;2;34;36;39;42
4473;29;7;2018;1;18;23;31;41
4474;30;7;2018;14;16;22;28;36
4475;31;7;2018;9;25;28;37;39
4476;1;8;2018;3;19;22;36;37
4477;2;8;2018;9;12;18;27;38
4478;3;8;2018;4;9;10;15;42
4479;4;8;2018;17;19;21;27;36
4480;5;8;2018;2;10;20;38;41
4481;6;8;2018;3;12;19;21;37
4482;7;8;2018;5;14;20;21;42
4483;8;8;2018;2;3;6;37;38
4484;9;8;2018;14;17;22;27;30
4485;10;8;2018;4;5;6;28;29
4486;11;8;2018;14;26;27;33;34
4487;12;8;2018;23;24;30;33;37
4488;13;8;2018;10;29;32;33;39
4489;14;8;2018;14;15;23;29;41
4490;15;8;2018;3;8;10;14;17
4491;16;8;2018;1;5;25;33;35
4492;17;8;2018;6;10;18;23;42
4493;18;8;2018;14;18;27;29;42
4494;19;8;2018;3;8;23;24;35
4495;20;8;2018;1;19;20;23;41
4496;21;8;2018;5;13;21;28;33
4497;22;8;2018;11;12;16;17;29
4498;23;8;2018;3;5;12;16;36
4499;24;8;2018;7;8;30;33;37
4500;25;8;2018;7;14;20;35;36
4501;26;8;2018;3;12;18;24;26
4502;27;8;2018;12;15;21;29;32
4503;28;8;2018;2;36;38;40;41
4504;29;8;2018;6;16;18;27;41
4505;30;8;2018;3;6;20;25;35
4506;31;8;2018;5;18;23;24;32
4507;1;9;2018;21;34;36;39;40
4508;2;9;2018;4;6;19;23;38
4509;3;9;2018;4;5;14;16;29
4510;4;9;2018;2;9;26;32;37
4511;5;9;2018;14;19;32;37;40
4512;6;9;2018;6;13;19;23;25
4513;7;9;2018;10;25;34;39;42
4514;8;9;2018;1;12;30;31;37
4515;9;9;2018;6;7;9;23;40
4516;10;9;2018;7;13;22;28;34
4517;11;9;2018;6;12;14;23;30
4518;12;9;2018;3;5;7;9;32
4519;13;9;2018;23;24;33;36;38
4520;14;9;2018;18;19;21;31;32
4521;15;9;2018;6;15;21;36;42
4522;16;9;2018;3;8;23;31;35
4523;17;9;2018;3;10;21;34;36
4524;18;9;2018;13;14;27;28;38
4525;19;9;2018;9;17;20;25;26
4526;20;9;2018;7;11;12;20;33
4527;21;9;2018;4;31;32;34;35
4528;22;9;2018;11;16;25;32;38
4529;23;9;2018;10;11;24;41;42
